2665.275749,8494.1582,11.604165
2665.277138,8502.6865,11.598122
2665.278526,8505.5449,11.604314
2665.279915,8506.7539,11.621602
2665.281304,8510.4834,11.600727
2665.282693,8512.4082,11.603376
2665.284082,8521.8623,11.597373
2665.285471,8522.418,11.601667
2665.28686,8523.0137,11.597717
2665.288249,8523.7715,11.605634
2665.289638,8525.127,11.588942
2665.291027,8527.5967,11.616113
2665.292416,8528.5566,11.597062
2665.293805,8529.5977,11.598384
2665.295194,8531.7451,11.604398
2665.296583,8535.0049,11.602361
2665.297971,8535.3887,11.606598
2665.29936,8537.7607,11.60341
2665.300749,8539.0898,11.601468
2665.302138,8541.3506,11.596291
2665.303527,8541.3809,11.601504
2665.304916,8542.1016,11.59935
2665.306305,8543.4873,11.609482
2665.307694,8545.041,11.595353
2665.309083,8545.5713,11.598235
2665.310472,8545.5928,11.604386
2665.311861,8546.709,11.608636
2665.31325,8547.0322,11.607891
2665.314639,8547.2891,11.605705
2665.316028,8547.3389,11.604672
2665.317416,8547.5742,11.61025
2665.318805,8548.1494,11.605823
2665.320194,8549.7861,11.612028
2665.321583,8550.1045,11.60701
2665.322972,8550.2656,11.600501
2665.324361,8552.6436,11.610171
2665.32575,8553.3398,11.601156
2665.327139,8553.7461,11.610883
2665.328528,8553.8242,11.605545
2665.329917,8554.2139,11.603465
2665.331306,8555.9229,11.602607
2665.332695,8555.9824,11.599555
2665.334084,8556.4902,11.611349
2665.335473,8556.8066,11.601094
2665.336861,8557.0176,11.603103
2665.33825,8557.8975,11.603868
2665.339639,8558.2168,11.592346
2665.341028,8558.5869,11.605954
2665.342417,8559.0107,11.604186
2665.343806,8559.1816,11.605147
2665.345195,8560.4619,11.612117
2665.346584,8560.8018,11.602255
2665.347973,8560.8447,11.607014
2665.349362,8560.8857,11.605594
2665.350751,8561.1641,11.612046
2665.35214,8561.8086,11.608284
2665.353529,8562.3018,11.607924
2665.354918,8562.4326,11.601439
2665.356306,8562.874,11.597329
2665.357695,8564.6123,11.605817
