132.682655	-5.07837E-05
134.57494	0.000961845
136.464998	-0.000252519
138.357132	0.000609125
140.248044	0.000248777
142.139839	0.000771436
144.031087	0.000747103
145.921774	0.000161777
147.813522	0.000637459
149.704217	6.01483E-05
151.595863	0.000433845
153.48669	-1.14499E-05
155.37781	-0.000163738
157.269375	0.000128982
159.160273	-0.00024529
161.052176	0.000385445
162.943214	0.000151188
164.835345	0.001009938
170.507966	-0.000185765
172.400197	0.000773015
174.290837	0.000140804
176.181993	2.45996E-05
178.073598	0.000357403
179.964119	-0.000393786
183.746903	-0.000154141
185.639206	0.000876693
187.529455	-0.000146465
189.421182	0.000308384
191.312187	4.12408E-05
193.203092	-0.000325895
195.094955	0.000264977
196.985964	1.85662E-06
198.877697	0.000462744
200.768485	-2.13615E-05
202.660386	0.000607541
204.551002	-4.85491E-05
206.44298	0.000657368
208.333623	2.82936E-05
210.225004	0.000137226
212.116383	0.000244167
214.007447	3.61147E-05
215.899167	0.00048407
219.681852	0.000625004
221.572452	-4.70174E-05
223.464168	0.000396969
225.355103	5.99621E-05
227.245974	-0.000341037
229.137872	0.000284972
232.920629	0.000498012
234.811086	-0.000316956
236.703269	0.000594083
238.59381	-0.00013687
240.485856	0.000637184
242.376535	4.42464E-05
244.267798	3.5316E-05
246.159473	0.000438393
248.050204	-0.000102522
249.94185	0.00027157
251.832739	-0.00011133
253.724356	0.000233778
257.506761	9.5016E-05
261.289243	3.32844E-05
263.180725	0.00024343
265.071617	-0.000136417
266.963299	0.000273744
268.854168	-0.000129088
270.745742	0.000173088
272.636793	-4.77279E-05
274.528139	2.64633E-05
276.419564	0.000179662
278.310529	-0.000127131
280.202096	0.000168083
282.093004	-0.000195696
283.984706	0.000234533
285.875502	-0.00024123
287.767091	7.60147E-05
289.658196	-9.07333E-05
291.54951	-4.84737E-05
295.33193	-0.000171932
297.223588	0.000214351
299.114137	-0.000508359
301.006072	0.000154939
302.897045	-0.000143756
304.788428	-3.24434E-05
306.679871	0.000138877
308.570878	-0.000125795
310.462471	0.000195541
312.353739	0.000191884
314.245021	0.000202235
316.135802	-0.000288407
318.027496	0.000133959
319.918606	-2.7667E-05
323.701349	0.000172103
325.592268	-0.0001805
327.483933	0.000212904
329.374786	-0.000205685
331.266391	0.000127735
333.157303	-0.000231839
335.048801	-5.40404E-06
336.940172	9.4038E-05
338.831225	-0.000124512
340.722796	0.000174945
342.613666	-0.00022659
