time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
2023-09-24T02:51:42.797Z	58.1733	-155.4075	1.1	0.6	ml				0.25	ak	ak023c9lzjvr	2023-09-24T03:34:34.480Z	Alaska Peninsula	earthquake		1.8			automatic	ak	ak
2023-09-24T02:50:33.860Z	60.23366667	-152.84	11.24	0.37	ml	9	188		0.08	av	av92055806	2023-09-24T03:31:33.660Z	68 km WNW of Ninilchik, Alaska	earthquake	1.1	1.31	0.276386994	9	reviewed	av	av
2023-09-24T02:40:32.578Z	61.8125	-150.8932	10.9	1.6	ml				0.45	ak	ak023c9lx67t	2023-09-24T02:42:30.021Z	33 km SE of Skwentna, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-24T02:37:34.643Z	56.96	-156.17	0.5	2.6	ml				0.52	ak	ak023c9lwj88	2023-09-24T02:46:29.040Z	96 km SE of Ugashik, Alaska	earthquake		0.4			automatic	ak	ak
2023-09-24T02:33:02.940Z	46.18716667	-122.2208333	3.63	-0.11	ml	6	202	0.02435	0.09	uw	uw61962021	2023-09-24T21:31:57.270Z	35 km NNE of Amboy, Washington	earthquake	3.22	2.49	0.06031714	4	reviewed	uw	uw
2023-09-24T02:32:24.208Z	60.2407	-151.0385	54.6	1.1	ml				0.52	ak	ak023c9lvfq9	2023-09-24T02:34:28.879Z	Kenai Peninsula, Alaska	earthquake		1.6			automatic	ak	ak
2023-09-24T02:32:04.780Z	38.8223343	-122.8509979	-0.63	0.65	md	10	123	0.02171	0.21	nc	nc73941066	2023-09-24T02:33:39.590Z	10 km WNW of The Geysers, CA	earthquake	0.51	2.4	0.34	8	automatic	nc	nc
2023-09-24T02:28:51.163Z	31.0312	141.9226	10	4.5	mb	62	72	2.743	0.82	us	us7000kxrb	2023-09-24T03:12:44.040Z	Izu Islands, Japan region	earthquake	9.96	1.878	0.066	68	reviewed	us	us
2023-09-24T02:25:52.951Z	59.8454	-152.2596	85.8	1.5	ml				0.29	ak	ak023c9lu01r	2023-09-24T02:28:10.637Z	25 km WNW of Anchor Point, Alaska	earthquake		0.5			automatic	ak	ak
2023-09-24T02:23:27.540Z	36.9591667	-121.5988333	9.48	1.09	md	24	172	0.01399	0.16	nc	nc73941061	2023-09-25T10:38:27.329Z	6 km SSW of Gilroy, CA	earthquake	0.93	0.55	0.24	14	reviewed	nc	nc
2023-09-24T02:22:34.663Z	58.2497	-155.0802	1.2	1.1	ml				0.32	ak	ak023c9ltbhm	2023-09-24T03:26:21.230Z	84 km NNW of Karluk, Alaska	earthquake		1.5			automatic	ak	ak
2023-09-24T02:12:28.776Z	33.9848	26.0951	10	4.4	mb	64	96	1.636	0.9	us	us7000kxr4	2023-09-24T02:41:34.040Z	118 km SSE of IerÃ¡petra, Greece	earthquake	7.88	1.9	0.086	39	reviewed	us	us
2023-09-24T02:07:25.788Z	31.0204	141.8753	10	4.5	mb	31	136	5.928	0.65	us	us7000kxr5	2023-09-24T02:26:52.040Z	Izu Islands, Japan region	earthquake	12.91	1.92	0.127	18	reviewed	us	us
2023-09-24T01:48:12.310Z	58.24883333	-155.14	32.35	-0.19	ml	11	100		0.2	av	av92055711	2023-09-24T03:19:13.330Z	85 km NNW of Karluk, Alaska	earthquake	0.8	1.53	0.276562134	12	reviewed	av	av
2023-09-24T01:40:57.270Z	17.96716667	-66.95016667	9.51	2.44	md	3	189	0.06795	0.07	pr	pr71425648	2023-09-24T01:53:48.160Z	Puerto Rico region	earthquake	3.04	1.63	0.146024063	2	reviewed	pr	pr
2023-09-24T01:37:34.720Z	33.993	-116.7033333	14.91	0.86	ml	37	54	0.06464	0.15	ci	ci40571352	2023-09-25T15:47:40.561Z	11 km NE of Cabazon, CA	earthquake	0.17	0.49	0.093	18	reviewed	ci	ci
2023-09-24T01:35:16.528Z	37.2793	-117.525	7.5	0.3	ml	11	164.57	0.107	0.1626	nn	nn00866305	2023-09-25T16:11:00.321Z	53 km S of Silver Peak, Nevada	earthquake		3.1	0.15	3	reviewed	nn	nn
2023-09-24T01:30:51.000Z	48.61266667	-123.1811667	55.07	0.77	ml	9	155	0.03642	0.31	uw	uw61962006	2023-09-24T02:24:10.350Z	San Juan Islands region, Washington	earthquake	2.91	1.6	0.111704414	5	reviewed	uw	uw
2023-09-24T01:28:54.940Z	19.33666611	-155.2543335	29.80999947	1.75	ml	39	119		0.109999999	hv	hv73584312	2023-09-24T01:34:26.670Z	11 km S of Volcano, Hawaii	earthquake	0.6	0.5	0.19	4	automatic	hv	hv
2023-09-24T01:27:34.340Z	1.9017	96.907	29.945	5.1	mb	63	113	2.163	0.62	us	us7000kxr1	2023-09-24T01:45:42.040Z	Nias region, Indonesia	earthquake	9.37	5.398	0.06	92	reviewed	us	us
2023-09-24T01:24:27.130Z	18.83133333	-67.172	8.68	3.25	md	22	262	0.3665	0.17	pr	pr71425638	2023-09-24T01:55:18.550Z	38 km NNW of San Antonio, Puerto Rico	earthquake	0.53	0.62	0.02688442	8	reviewed	pr	pr
2023-09-24T01:19:49.820Z	37.4331667	-113.114	10.37	1.1	ml	8	180	0.07746	0.09	uu	uu60550767	2023-09-28T18:01:45.030Z	13 km SSE of Kanarraville, Utah	earthquake	0.4	0.94	0.45	3	reviewed	uu	uu
2023-09-24T01:13:28.140Z	33.3125	-116.2381667	6.92	0.88	ml	28	77	0.1089	0.2	ci	ci40571344	2023-09-25T15:39:13.513Z	14 km ENE of Borrego Springs, CA	earthquake	0.27	0.83	0.102	10	reviewed	ci	ci
2023-09-24T01:07:15.450Z	47.79666667	-122.8573333	22.14	2.03	ml	29	70	0.03858	0.29	uw	uw61962001	2023-09-24T13:13:31.085Z	Puget Sound region, Washington	earthquake	0.58	0.7	0.138105057	21	reviewed	uw	uw
2023-09-24T00:57:36.660Z	38.8289986	-122.8523331	1.73	1.06	md	19	64	0.003832	0.02	nc	nc73941041	2023-09-24T00:59:09.263Z	10 km NW of The Geysers, CA	earthquake	0.22	0.43	0.12	20	automatic	nc	nc
2023-09-24T00:54:35.666Z	62.1122	-149.5746	31.3	2.4	ml				0.7	ak	ak023c9ktb9q	2023-09-24T02:19:59.040Z	15 km ESE of Susitna North, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-24T00:48:33.040Z	37.4343333	-113.1275	10.56	2.57	ml	17	54	0.07811	0.19	uu	uu60550762	2023-09-26T18:11:24.050Z	12 km SSE of Kanarraville, Utah	earthquake	0.38	0.67	0.153	16	reviewed	uu	uu
2023-09-24T00:44:28.850Z	38.776001	-122.7304993	1.04	0.58	md	8	101	0.008711	0.02	nc	nc73941031	2023-09-24T00:46:04.293Z	2 km E of The Geysers, CA	earthquake	0.4	1.2	0.36	8	automatic	nc	nc
2023-09-24T00:35:04.320Z	37.7654991	-122.5648346	12.16	1.87	md	37	96	0.07717	0.05	nc	nc73941021	2023-09-24T00:38:14.327Z	7 km NW of San Francisco Zoo, CA	earthquake	0.24	0.53	0.17	27	automatic	nc	nc
2023-09-24T00:20:39.520Z	34.0713333	-117.3141667	16.11	1.09	ml	50	36	0.09282	0.17	ci	ci40571336	2023-09-25T15:35:13.633Z	0 km S of Colton, CA	earthquake	0.18	0.36	0.107	22	reviewed	ci	ci
2023-09-24T00:11:22.160Z	58.19516667	-155.259	2.55	0.14	ml	11	82		0.09	av	av92055591	2023-09-24T06:47:55.474Z	84 km NW of Karluk, Alaska	earthquake	0.25	0.4	0.439654905	13	reviewed	av	av
2023-09-24T00:10:46.071Z	40.2234	-119.6688	8.4	0.7	ml	4	280.74	0.072	0.0215	nn	nn00866313	2023-09-24T18:42:30.150Z	30 km N of Sutcliffe, Nevada	earthquake		2.3	0	2	reviewed	nn	nn
2023-09-24T00:06:35.050Z	39.2806664	-123.2228317	4.46	1.99	md	18	64	0.09639	0.06	nc	nc73940996	2023-09-24T00:40:47.786Z	2 km NW of Redwood Valley, CA	earthquake	0.22	1.32	0.21	16	automatic	nc	nc
2023-09-24T00:01:27.189Z	60.8894	-152.3871	105.6	1.2	ml				0.19	ak	ak023c9khxny	2023-09-24T00:02:53.448Z	63 km WNW of Nikiski, Alaska	earthquake		0.9			automatic	ak	ak
2023-09-23T23:51:26.500Z	58.1875	-155.3151667	-0.02	-0.76	ml	6	100		0.07	av	av92055561	2023-09-26T00:32:41.670Z	85 km NW of Karluk, Alaska	earthquake	0.22	1.33	0.294817475	6	reviewed	av	av
2023-09-23T23:48:18.405Z	60.4763	-151.9124	75	1.6	ml				0.39	ak	ak023c8axm28	2023-09-23T23:50:04.688Z	Kenai Peninsula, Alaska	earthquake		0.5			automatic	ak	ak
2023-09-23T23:41:34.112Z	61.7316	-150.8459	62.3	1.4	ml				0.46	ak	ak023c8aw59f	2023-09-23T23:43:37.159Z	27 km NW of Susitna, Alaska	earthquake		1.2			automatic	ak	ak
2023-09-23T23:34:46.621Z	62.5768	-152.6565	0	1.4	ml				0.85	ak	ak023c8auo7q	2023-09-23T23:36:41.417Z	92 km NW of Skwentna, Alaska	earthquake		0.4			automatic	ak	ak
2023-09-23T23:31:14.200Z	39.4576683	-121.9603348	4.85	2.86	md	6	188	0.3028	0.1	nc	nc73940986	2023-09-24T00:06:34.334Z	21 km ESE of Willows, CA	earthquake	2.5	10.9	0.28	4	automatic	nc	nc
2023-09-23T23:25:34.856Z	57.0368	-156.2114	0	2.4	ml				0.61	ak	ak023c8aspv1	2023-09-23T23:40:22.040Z	89 km SE of Ugashik, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-23T23:22:07.824Z	56.9661	-156.1887	8.8	2.5	ml				0.45	ak	ak023c8as0mm	2023-09-23T23:33:25.040Z	95 km SE of Ugashik, Alaska	earthquake		1.1			automatic	ak	ak
2023-09-23T23:20:19.900Z	47.74166667	-123.7701667	35.7	1.14	ml	11	108	0.161	0.15	uw	uw61961996	2023-09-24T02:34:16.910Z	32 km NNE of Amanda Park, Washington	earthquake	0.41	0.99	0.066565608	6	reviewed	uw	uw
2023-09-23T23:07:54.910Z	65.1549	-150.2373	16.7	2.6	ml				0.32	ak	ak023c8aowir	2023-09-23T23:22:51.040Z	northern Alaska	earthquake		0.2			automatic	ak	ak
2023-09-23T23:06:44.303Z	31.668	-104.577	4.512	2	ml(texnet)	22	81	0.1	0.2	tx	tx2023sryb	2023-09-26T13:57:49.496Z	59 km SSW of Whites City, New Mexico	earthquake	2.265822584	1.626132049	0	6	reviewed	tx	tx
2023-09-23T23:05:32.060Z	39.3511658	-123.30233	1.89	1.44	md	11	93	0.1208	0.05	nc	nc73940981	2023-09-23T23:07:07.402Z	8 km SE of Willits, CA	earthquake	0.27	8.85	0.14	7	automatic	nc	nc
2023-09-23T23:01:17.050Z	37.3161667	-122.0766667	4.26	0.98	md	7	151	0.02156	0.03	nc	nc73940976	2023-09-25T10:25:26.148Z	4 km W of Cupertino, CA	earthquake	0.93	0.73	0.154	6	reviewed	nc	nc
2023-09-23T22:52:38.990Z	37.3128333	-122.076	6.09	1.37	md	32	35	0.01508	0.17	nc	nc73940971	2023-09-24T23:43:30.984Z	4 km WSW of Cupertino, CA	earthquake	0.33	0.43	0.218	19	reviewed	nc	nc
2023-09-23T22:47:51.790Z	62.0598	-148.1673	50.1	1.1	ml				0.72	ak	ak023c8ac1bf	2023-09-23T22:50:50.031Z	33 km NNE of Chickaloon, Alaska	earthquake		1.2			automatic	ak	ak
2023-09-23T22:41:28.670Z	46.1975	-122.1873333	1.86	0	ml	12	78	0.002986	0.09	uw	uw61961991	2023-09-24T01:31:12.760Z	37 km NNE of Amboy, Washington	earthquake	0.35	0.6	0.229379989	6	reviewed	uw	uw
2023-09-23T22:34:22.250Z	32.4823333	-116.751	7.11	1.39	ml	18	106	0.1255	0.23	ci	ci40571296	2023-09-25T15:22:34.894Z	14 km SW of Tecate, B.C., MX	earthquake	0.58	1.25	0.206	9	reviewed	ci	ci
2023-09-23T22:23:47.103Z	62.8733	-149.5982	80.3	1.2	ml				0.4	ak	ak023c8a6vrq	2023-09-23T22:25:40.202Z	53 km NNE of Chase, Alaska	earthquake		0.6			automatic	ak	ak
2023-09-23T22:21:02.110Z	38.7721672	-122.7386703	1.01	0.7	md	7	97	0.01116	0.02	nc	nc73940961	2023-09-23T22:22:37.937Z	2 km ESE of The Geysers, CA	earthquake	0.85	1.58	0.08	7	automatic	nc	nc
2023-09-23T22:12:41.410Z	58.16983333	-155.381	2.24	-0.06	ml	10	75		0.09	av	av92055451	2023-09-26T00:24:23.880Z	86 km NW of Karluk, Alaska	earthquake	0.22	0.38	0.208484425	11	reviewed	av	av
2023-09-23T22:11:54.090Z	35.95283333	-91.28633333	11.85	2.24	md	11	128	0.1587	0.13	nm	nm60501143	2023-09-24T13:40:30.720Z	3 km ESE of Strawberry, Arkansas	earthquake	0.37	0.65	0.065504135	9	reviewed	nm	nm
2023-09-23T22:06:14.504Z	56.8991	-157.5747	136	1.5	ml				0.58	ak	ak023c8a360i	2023-09-23T22:08:37.279Z	69 km S of Ugashik, Alaska	earthquake		1.2			automatic	ak	ak
2023-09-23T22:05:01.411Z	58.3297	-152.9119	62.6	1.4	ml				0.28	ak	ak023c8a2xct	2023-09-23T22:06:43.924Z	30 km N of Aleneva, Alaska	earthquake		1.2			automatic	ak	ak
2023-09-23T22:02:35.170Z	37.4321671	-121.7698364	10.36	2.67	md	76	32	0.1034	0.07	nc	nc73940946	2023-09-24T02:02:32.115Z	9 km NE of Alum Rock, CA	earthquake	0.13	0.48	0.14	93	automatic	nc	nc
2023-09-23T22:00:05.100Z	46.19933333	-122.1906667	1.82	0.11	ml	7	90	0.0004659	0.07	uw	uw61961986	2023-09-24T01:34:50.730Z	37 km NNE of Amboy, Washington	earthquake	0.42	0.7	0.165108532	2	reviewed	uw	uw
2023-09-23T21:52:40.117Z	55.5876	-135.2106	0	3.4	ml				0.72	ak	ak023c89rne3	2023-09-23T23:20:39.999Z	off the coast of Southeastern Alaska	earthquake		0.5			automatic	ak	ak
2023-09-23T21:50:18.210Z	32.682	-100.686	6.7984	2.9	ml(texnet)	19	83	0	0.1	tx	tx2023srvo	2023-09-25T04:26:13.411Z	8 km NE of Hermleigh, Texas	earthquake	0.831521555	1.768094191	0.1	12	reviewed	tx	tx
2023-09-23T21:48:04.810Z	37.3051667	-122.0768333	5.08	1.4	md	27	51	0.008566	0.13	nc	nc73940926	2023-09-25T10:22:55.745Z	4 km WSW of Cupertino, CA	earthquake	0.27	0.24	0.22	21	reviewed	nc	nc
2023-09-23T21:27:46.150Z	58.24016667	-155.137	31.39	-0.38	ml	11	116		0.21	av	av92055391	2023-09-25T23:58:28.950Z	84 km NNW of Karluk, Alaska	earthquake	0.82	0.88	0.334575884	11	reviewed	av	av
2023-09-23T21:26:28.140Z	58.2405	-155.1505	30.7	-0.41	ml	11	87		0.2	av	av92055386	2023-09-25T23:45:40.050Z	85 km NNW of Karluk, Alaska	earthquake	0.65	0.92	0.301896402	11	reviewed	av	av
2023-09-23T21:24:50.343Z	31.685	-104.521	5.0004	1.9	ml(texnet)	30	78	0	0.2	tx	tx2023srur	2023-09-25T20:54:44.374Z	56 km SSW of Whites City, New Mexico	earthquake	1.03413886	0.611221606	0.1	6	reviewed	tx	tx
2023-09-23T21:23:34.480Z	38.8133316	-122.8231659	2.04	1.59	md	34	50	0.006475	0.05	nc	nc73940916	2023-09-23T21:26:52.110Z	7 km NW of The Geysers, CA	earthquake	0.18	0.29	0.14	35	automatic	nc	nc
2023-09-23T21:17:58.620Z	60.00816667	-153.0783333	1.03	-0.65	ml	4	135		0.14	av	av92055376	2023-09-25T23:35:00.580Z	62 km ENE of Pedro Bay, Alaska	earthquake	0.44	1.5	0.29542964	4	reviewed	av	av
2023-09-23T21:17:00.231Z	62.6556	-151.2119	90.1	1.2	ml				0.64	ak	ak023c89k293	2023-09-23T21:19:19.579Z	29 km NW of Petersville, Alaska	earthquake		0.7			automatic	ak	ak
2023-09-23T21:10:44.998Z	62.5664	-151.351	93.7	1.3	ml				0.41	ak	ak023c89inoz	2023-09-23T21:12:34.750Z	31 km WNW of Petersville, Alaska	earthquake		0.7			automatic	ak	ak
2023-09-23T21:05:17.280Z	17.95016667	-66.27966667	9.43	2.41	md	9	189	0.1652	0.19	pr	pr71425628	2023-09-23T21:26:39.800Z	3 km SSE of Salinas, Puerto Rico	earthquake	0.66	0.97	0.026554443	4	reviewed	pr	pr
2023-09-23T21:04:15.830Z	38.3858333	-112.8621667	6.28	1	md	5	253	0.03563	0.02	uu	uu60550752	2023-09-28T17:57:36.210Z	13 km E of Milford, Utah	earthquake	0.7	0.72	0.268	3	reviewed	uu	uu
2023-09-23T21:02:01.193Z	61.6288	-150.1118	31.1	1.5	ml				0.41	ak	ak023c89gul3	2023-09-23T21:03:41.940Z	13 km SSW of Willow, Alaska	earthquake		0.6			automatic	ak	ak
2023-09-23T21:01:58.850Z	38.3848333	-112.854	7.97	0.62	md	8	265	0.03585	0.11	uu	uu60550747	2023-09-27T20:17:27.460Z	13 km E of Milford, Utah	earthquake	0.82	0.76	0.092	3	reviewed	uu	uu
2023-09-23T20:56:55.579Z	36.69333333	-97.687	7	2.05	ml	79	49	0	0.22	ok	ok2023srtu	2023-09-25T14:06:29.111Z	Oklahoma	earthquake		0.5	0.16	10	reviewed	ok	ok
2023-09-23T20:52:30.320Z	19.47933333	-155.7778333	-1.57	2.43	ml	34	72		0.21	hv	hv73584182	2023-09-25T20:36:50.950Z	9 km ENE of Honaunau-Napoopoo, Hawaii	earthquake	0.32	0.2	0.172232044	11	reviewed	hv	hv
2023-09-23T20:49:21.230Z	40.7348333	-112.0608333	8.68	0.27	md	9	102	0.02053	0.15	uu	uu60550742	2023-09-28T17:54:59.210Z	Wasatch Front Urban Corridor, Utah	earthquake	0.55	0.99	0.149	4	reviewed	uu	uu
2023-09-23T20:48:18.740Z	33.4625	-116.585	11.24	0.76	ml	29	75	0.03519	0.13	ci	ci40571264	2023-09-25T15:19:03.399Z	13 km SE of Anza, CA	earthquake	0.19	0.4	0.131	18	reviewed	ci	ci
2023-09-23T20:45:05.750Z	38.8255005	-122.7633362	1.91	0.71	md	7	130	0.007143	0	nc	nc73940886	2023-09-23T20:46:42.094Z	4 km W of Cobb, CA	earthquake	0.51	0.84	0.07	9	automatic	nc	nc
2023-09-23T20:38:14.570Z	54.978	-160.4082	42.23	3.8	ml	27	203	0.374	0.45	us	us7000kxpw	2023-09-24T01:02:29.747Z	40 km S of Sand Point, Alaska	earthquake	4.64	12.688	0.071	26	reviewed	us	us
2023-09-23T20:31:47.400Z	38.3818333	-112.8373333	9.02	0.72	md	9	271	0.04063	0.13	uu	uu60550737	2023-09-27T20:10:44.730Z	15 km E of Milford, Utah	earthquake	0.96	0.79	0.077	3	reviewed	uu	uu
2023-09-23T20:30:05.475Z	63.2978	-147.3795	8.3	1.7	ml				0.5	ak	ak023c891fcz	2023-09-23T20:31:50.789Z	79 km E of Cantwell, Alaska	earthquake		0.2			automatic	ak	ak
2023-09-23T20:24:18.630Z	38.3741667	-112.8483333	7.48	2.08	ml	22	82	0.0466	0.17	uu	uu60550732	2023-09-28T18:13:38.450Z	14 km E of Milford, Utah	earthquake	0.56	0.96	0.177	11	reviewed	uu	uu
2023-09-23T20:16:32.426Z	-21.2	-68.749	124.487	4.5	mb	25	59	0.707	0.74	us	us7000kxpq	2023-09-23T20:25:17.040Z	51 km W of OllagÃ¼e, Chile	earthquake	5.56	8.483	0.192	8	reviewed	us	us
2023-09-23T20:10:33.860Z	19.22450066	-155.486496	34.61999893	1.96000004	md	28	192		0.159999996	hv	hv73584117	2023-09-23T20:13:44.300Z	2 km NNW of PÄhala, Hawaii	earthquake	1.1	1.21000004	0.970000029	7	automatic	hv	hv
2023-09-23T20:08:38.149Z	31.649	-104.023	6.1187	2	ml(texnet)	26	42	0	0.1	tx	tx2023srse	2023-09-25T13:44:09.933Z	western Texas	earthquake	0.37752542	0.386332358	0.1	11	reviewed	tx	tx
2023-09-23T20:05:42.760Z	60.0977	-148.5428	35.1	1.2	ml				0.57	ak	ak023c88w5bf	2023-09-23T20:16:31.844Z	29 km W of Chenega, Alaska	earthquake		12.1			automatic	ak	ak
2023-09-23T19:45:32.120Z	58.17666667	-155.2828333	2.39	-0.03	ml	10	96		0.1	av	av92055316	2023-09-25T23:26:13.740Z	83 km NW of Karluk, Alaska	earthquake	0.3	0.53	0.339587551	10	reviewed	av	av
2023-09-23T19:43:26.590Z	33.407	-116.3825	6.39	0.87	ml	26	133	0.08108	0.17	ci	ci40571240	2023-09-25T15:12:57.370Z	17 km N of Borrego Springs, CA	earthquake	0.25	0.76	0.153	14	reviewed	ci	ci
2023-09-23T19:36:00.890Z	64.9773	-147.4148	1.1	1.5	ml				0.48	ak	ak023c88h9o6	2023-09-23T19:38:16.174Z	9 km ENE of Fox, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-23T19:23:35.850Z	37.3976669	-121.3150024	1.8	1.72	md	7	146	0.02811	0.14	nc	nc73940856	2023-09-23T20:42:55.214Z	18 km WSW of Patterson, CA	earthquake	0.9	1.37	0.23	3	automatic	nc	nc
2023-09-23T19:14:09.961Z	62.2215	-150.521	62.6	1	ml				0.93	ak	ak023c88ckoo	2023-09-23T19:16:48.667Z	18 km SW of Trapper Creek, Alaska	earthquake		0.7			automatic	ak	ak
2023-09-23T19:09:38.632Z	61.6042	-149.7949	32.7	1.9	ml				0.46	ak	ak023c88bk9z	2023-09-24T17:04:10.198Z	3 km SSE of Houston, Alaska	earthquake		0.4			automatic	ak	ak
2023-09-23T19:01:31.000Z	36.33833333	-96.9565	5.2	0.83	ml	33	83	0.066586933	0.18	ok	ok2023srpz	2023-09-25T13:51:18.654Z	6 km NE of Morrison, Oklahoma	earthquake		0.5	0.06	4	reviewed	ok	ok
2023-09-23T18:48:03.020Z	46.20966667	-122.1901667	7.78	0.2	ml	17	86	0.01001	0.15	uw	uw61961946	2023-09-24T02:14:31.890Z	38 km NNE of Amboy, Washington	earthquake	0.38	0.48	0.177728089	8	reviewed	uw	uw
2023-09-23T18:45:14.011Z	38.1215	-116.0444	3.2	1.7	ml	17	183	0.532	0.1312	nn	nn00866302	2023-09-25T17:13:17.085Z	59 km NNW of Rachel, Nevada	earthquake		3.1	0.22	8	reviewed	nn	nn
2023-09-23T18:25:40.012Z	65.4031	-144.7946	0	2.1	ml				0.69	ak	ak023c87tk8h	2023-09-23T18:27:32.858Z	18 km S of Central, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-23T18:24:22.650Z	33.3166667	-116.8708333	16.02	0.61	ml	17	70	0.03748	0.2	ci	ci40571176	2023-09-25T15:05:51.329Z	4 km S of Palomar Observatory, CA	earthquake	0.44	0.74	0.161	7	reviewed	ci	ci
2023-09-23T18:23:55.902Z	61.0125	-151.0771	70.2	1.6	ml				0.5	ak	ak023c87t612	2023-09-23T18:26:05.090Z	Southern Alaska	earthquake		0.9			automatic	ak	ak
2023-09-23T18:23:35.784Z	62.9275	-150.6757	31.7	1	ml				1.03	ak	ak023c87t4h6	2023-09-23T18:25:05.090Z	48 km N of Petersville, Alaska	earthquake		0.9			automatic	ak	ak
2023-09-23T18:23:00.400Z	17.947	-66.2865	10.69	2.34	md	8	205	0.172	0.23	pr	pr71425623	2023-09-23T19:53:01.500Z	Puerto Rico region	earthquake	0.73	0.78	0.138966092	4	reviewed	pr	pr
2023-09-23T18:20:38.850Z	38.7811661	-122.7236633	1.01	0.53	md	8	160	0.01042	0.01	nc	nc73940836	2023-09-23T18:22:13.474Z	3 km WNW of Anderson Springs, CA	earthquake	0.43	0.64	0.28	7	automatic	nc	nc
2023-09-23T18:18:05.392Z	58.2055	-155.3881	0.1	1	ml				0.66	ak	ak023c87rzjv	2023-09-23T18:20:32.649Z	Alaska Peninsula	earthquake		0.3			automatic	ak	ak
2023-09-23T18:17:04.304Z	58.2014	-155.3703	1.1	0.9	ml				0.47	ak	ak023c87rrr2	2023-09-23T18:18:51.272Z	88 km NW of Karluk, Alaska	earthquake		0.8			automatic	ak	ak
2023-09-23T18:16:13.950Z	19.48433333	-65.489	87.1	3.38	md	3	320	1.234	0.37	pr	pr71425613	2023-09-23T19:50:15.510Z	Puerto Rico region	earthquake	13.92	23.99	0.122549953	2	reviewed	pr	pr
2023-09-23T18:08:15.950Z	65.4021	-144.7881	0	1.9	ml				0.83	ak	ak023c87pv7f	2023-09-23T20:32:57.327Z	18 km S of Central, Alaska	earthquake		0.3			automatic	ak	ak
2023-09-23T18:02:52.429Z	36.48916667	-98.72266667	9.16	1.26	ml	25	81	0.017096645	0.08	ok	ok2023sroa	2023-09-25T21:03:25.635Z	17 km SE of Waynoka, Oklahoma	earthquake		0.2	0.26	3	reviewed	ok	ok
2023-09-23T17:57:57.030Z	33.9991667	-118.7165	14.21	1.34	ml	16	212	0.06724	0.12	ci	ci40571160	2023-09-25T20:57:21.829Z	4 km SW of Malibu Beach, CA	earthquake	0.57	0.4	0.206	9	reviewed	ci	ci
2023-09-23T17:52:51.990Z	34.2425	-117.4656667	12.54	1.01	ml	31	61	0.04452	0.14	ci	ci40571152	2023-09-24T14:46:23.811Z	4 km ESE of Lytle Creek, CA	earthquake	0.2	0.36	0.069	8	reviewed	ci	ci
2023-09-23T17:45:54.360Z	35.9586667	-117.9841667	2.72	1.08	ml	24	85	0.09045	0.11	ci	ci40571136	2023-09-25T14:57:30.285Z	7 km WNW of Little Lake, CA	earthquake	0.17	0.58	0.054	7	reviewed	ci	ci
2023-09-23T17:45:50.440Z	58.17333333	-155.3836667	2.48	-0.05	ml	10	134		0.05	av	av92055251	2023-09-25T23:20:06.530Z	86 km NW of Karluk, Alaska	earthquake	0.22	0.37	0.251944812	11	reviewed	av	av
2023-09-23T17:43:12.440Z	33.9981667	-118.7138333	13.86	1.48	ml	17	212	0.06956	0.12	ci	ci40571144	2023-09-25T20:54:44.813Z	4 km SSW of Malibu Beach, CA	earthquake	0.56	0.32	0.196	8	reviewed	ci	ci
2023-09-23T17:42:32.300Z	40.6078333	-121.8255	15.67	1.14	md	12	151	0.09867	0.15	nc	nc73940821	2023-09-23T19:47:09.222Z	14 km NNE of Shingletown, CA	earthquake	0.64	1.62	0.081	7	reviewed	nc	nc
2023-09-23T17:37:40.290Z	60.0185	-153.068	-0.69	-1.12	ml	4	136		0.11	av	av92055246	2023-09-25T23:16:04.340Z	63 km ENE of Pedro Bay, Alaska	earthquake	0.3	3.72	0.286711306	4	reviewed	av	av
2023-09-23T17:33:33.350Z	33.514	-116.5365	11.21	0.7	ml	26	73	0.05817	0.14	ci	ci40571112	2023-09-25T14:51:53.624Z	14 km ESE of Anza, CA	earthquake	0.19	0.51	0.126	15	reviewed	ci	ci
2023-09-23T17:31:22.754Z	36.6858	-116.3258	9.3	-0.2	ml	12	105.33	0.031	0.0661	nn	nn00866324	2023-09-25T05:00:34.867Z	45 km ESE of Beatty, Nevada	earthquake		1.5	0.44	6	reviewed	nn	nn
2023-09-23T17:22:55.370Z	38.1658	-117.902	10.4	1.4	ml	9	96.41	0.073	0.1608	nn	nn00866300	2023-09-25T19:29:50.176Z	30 km SE of Mina, Nevada	earthquake		1.6	0.33	6	reviewed	nn	nn
2023-09-23T17:19:00.280Z	34.496	-118.7001667	17.43	1.21	ml	39	57	0.06935	0.23	ci	ci40571096	2023-09-25T14:45:18.890Z	7 km W of Castaic, CA	earthquake	0.27	0.65	0.119	15	reviewed	ci	ci
2023-09-23T17:01:38.793Z	62.5624	-151.0509	79.2	1.3	ml				0.72	ak	ak023c872zcn	2023-09-23T17:04:03.199Z	16 km WNW of Petersville, Alaska	earthquake		0.6			automatic	ak	ak
